id	emotion
3133_0011_A_94	0.07906626164913177,0.06996399164199829,0.11342907696962357,0.10967200249433517,0.06743628531694412,0.18793323636054993
3133_0011_A_95	0.07602930068969727,0.06557655334472656,0.11465958505868912,0.10315876454114914,0.06783313304185867,0.18758267164230347
3133_0011_A_96	0.07643897831439972,0.0690118670463562,0.11242491751909256,0.10766307264566422,0.07983396202325821,0.18759356439113617
3133_0011_A_97	0.07059797644615173,0.06871724128723145,0.11433454602956772,0.08957450836896896,0.08645258098840714,0.187051922082901
3133_0011_A_98	0.0693257600069046,0.058582428842782974,0.11456017941236496,0.0975637212395668,0.07884981483221054,0.18588963150978088
3133_0011_A_99	0.072040855884552,0.060337845236063004,0.11288317292928696,0.10776475816965103,0.07840489596128464,0.18208381533622742
3133_0012_A_100	0.06917499005794525,0.06098318472504616,0.10920960456132889,0.09965036064386368,0.07913459092378616,0.18893732130527496
3133_0012_A_101	0.07240340113639832,0.06991961598396301,0.11873602122068405,0.09498559683561325,0.07326475530862808,0.1878928691148758
3133_0012_A_102	0.06949231028556824,0.05934632197022438,0.1040671244263649,0.1018742248415947,0.07450171560049057,0.18641290068626404
3133_0012_A_103	0.06839010119438171,0.058715466409921646,0.10732173174619675,0.09773395210504532,0.07975945621728897,0.18751677870750427
3133_0012_A_104	0.06970541179180145,0.07057824730873108,0.11506641656160355,0.09657261520624161,0.0701972022652626,0.196740061044693
3133_0012_A_105	0.06258222460746765,0.06709873676300049,0.11840543895959854,0.10217351466417313,0.076267771422863,0.19647116959095
3133_0012_A_106	0.07355524599552155,0.06903290748596191,0.11141688376665115,0.09790224581956863,0.07743541151285172,0.1919422596693039
3133_0012_A_107	0.07418680191040039,0.0657898485660553,0.11014273017644882,0.103073351085186,0.07689289003610611,0.18642467260360718
3133_0012_A_108	0.07023261487483978,0.05944487825036049,0.1119350865483284,0.10202609747648239,0.0759054645895958,0.18818938732147217
3133_0012_A_109	0.0673346221446991,0.061417434364557266,0.11205873638391495,0.10129115730524063,0.0786583200097084,0.19087278842926025
3133_0012_A_110	0.07051019370555878,0.06621313095092773,0.10684680193662643,0.10200036317110062,0.08198931068181992,0.18823593854904175
3133_0012_A_111	0.0671117901802063,0.06349113583564758,0.1106698289513588,0.10119158774614334,0.07952750474214554,0.19524730741977692
3133_0013_A_112	0.07240605354309082,0.05510467663407326,0.11261536926031113,0.09797265380620956,0.07915996760129929,0.18484273552894592
3133_0013_A_113	0.07468444108963013,0.06661775708198547,0.10907109826803207,0.09908942133188248,0.07675046473741531,0.18673667311668396
3133_0013_A_114	0.07472836971282959,0.06673845648765564,0.108881376683712,0.09897812455892563,0.07685030251741409,0.18677976727485657
3133_0013_A_115	0.07383178174495697,0.06952482461929321,0.11329100281000137,0.10036810487508774,0.07711101323366165,0.19563357532024384
3133_0013_A_116	0.07279355823993683,0.06772559881210327,0.11360853165388107,0.10036393254995346,0.07803867012262344,0.18842944502830505
3133_0013_A_117	0.07361254096031189,0.07391709089279175,0.11459334939718246,0.09827252477407455,0.08375094085931778,0.19207963347434998
3133_0013_A_118	0.07352037727832794,0.0743798315525055,0.11501877754926682,0.09803570061922073,0.08343107253313065,0.19175967574119568
3133_0013_A_119	0.07434843480587006,0.06886333227157593,0.10769914835691452,0.09818447381258011,0.08164117485284805,0.19080281257629395
3133_0013_A_120	0.07362979650497437,0.0774880051612854,0.11583281308412552,0.0929541364312172,0.08034507185220718,0.1914071887731552
3133_0013_A_121	0.06684087216854095,0.06064644828438759,0.10643934458494186,0.0995338037610054,0.08336221426725388,0.18935167789459229
3133_0013_A_122	0.0664181262254715,0.06394898891448975,0.11813106387853622,0.10283543914556503,0.07425538450479507,0.18645913898944855
3133_0013_A_123	0.0680738091468811,0.06289887428283691,0.10688170045614243,0.09879737347364426,0.0811641737818718,0.18686628341674805
3133_0013_A_124	0.06831821799278259,0.06262245774269104,0.10684538632631302,0.09847318381071091,0.08139225095510483,0.18683844804763794
3133_0013_A_125	0.06977219879627228,0.058270011097192764,0.10608693212270737,0.10297840088605881,0.07960958033800125,0.18790142238140106
3133_0013_A_126	0.07064881920814514,0.06040928140282631,0.11216074973344803,0.10376200824975967,0.07332641631364822,0.1833941638469696
3133_0013_A_127	0.0717293918132782,0.065010666847229,0.11623407155275345,0.09040636569261551,0.08915454894304276,0.1868487298488617
3133_0013_A_128	0.07164865732192993,0.06514576077461243,0.11637691408395767,0.09057914465665817,0.08891917020082474,0.18706338107585907
3133_0013_A_129	0.07184883952140808,0.06518280506134033,0.11622414737939835,0.0905003622174263,0.08906548470258713,0.1870095431804657
3133_0013_A_130	0.07180650532245636,0.06514361500740051,0.11626894026994705,0.09030938893556595,0.08868760615587234,0.18673452734947205
3133_0013_A_131	0.07660476863384247,0.056504879146814346,0.10811162739992142,0.09646163135766983,0.0807124450802803,0.18379360437393188
3133_0014_A_132	0.07373687624931335,0.06295236945152283,0.11451520770788193,0.0955890342593193,0.08012325316667557,0.1862782984972
3133_0015_A_133	0.06940096616744995,0.07455307245254517,0.11683108657598495,0.10332264751195908,0.07555557042360306,0.18990486860275269
3133_0015_A_134	0.06948545575141907,0.07433265447616577,0.11666672676801682,0.10344580560922623,0.07584565132856369,0.18987911939620972
3133_0015_A_135	0.06977953016757965,0.07357516884803772,0.11684998124837875,0.10384098440408707,0.07600989192724228,0.18948271870613098
3133_0015_A_136	0.069825679063797,0.0617586113512516,0.11092179268598557,0.10241290181875229,0.07442378252744675,0.18731077015399933
3133_0015_A_137	0.07352887094020844,0.0705452561378479,0.11732500046491623,0.09552977234125137,0.08247155696153641,0.19111934304237366
3133_0015_A_138	0.07333122193813324,0.07044908404350281,0.11711173504590988,0.09563415497541428,0.08286229521036148,0.1912781000137329
3133_0015_A_139	0.07337048649787903,0.07073548436164856,0.11721103638410568,0.09534072130918503,0.082102932035923,0.1911519169807434
3133_0016_A_140	0.0687457025051117,0.05854902043938637,0.11711522191762924,0.09713903814554214,0.08291424065828323,0.18333256244659424
3133_0016_A_141	0.06891931593418121,0.05863210931420326,0.11713548749685287,0.09715346246957779,0.08290673047304153,0.1834281086921692
3133_0016_A_143	0.07341067492961884,0.05806419625878334,0.11409731954336166,0.10484150797128677,0.07714632898569107,0.183738574385643
3133_0016_A_144	0.07023681700229645,0.06522899866104126,0.11450769752264023,0.10302212089300156,0.07979030162096024,0.18643896281719208
3133_0016_A_145	0.06993219256401062,0.0657864511013031,0.11453305929899216,0.10273478180170059,0.07974626868963242,0.18674823641777039
3133_0016_A_146	0.07035905122756958,0.07202479243278503,0.11618711799383163,0.09809545427560806,0.07484028488397598,0.19012287259101868
3133_0016_A_147	0.06763112545013428,0.06675848364830017,0.11047359555959702,0.10488558560609818,0.07588054984807968,0.19324804842472076
3133_0016_A_148	0.07619845867156982,0.05991015210747719,0.10883390158414841,0.10228727012872696,0.08197522908449173,0.18282312154769897
3133_0016_A_149	0.06919990479946136,0.07262977957725525,0.1173102930188179,0.0920214131474495,0.07968161255121231,0.1935649961233139
3133_0016_A_150	0.07165643572807312,0.0714130699634552,0.11337805539369583,0.09334287792444229,0.08195415884256363,0.1873290240764618
3133_0016_A_151	0.07066182792186737,0.06419911980628967,0.11453013867139816,0.10320005565881729,0.07475224882364273,0.1883498877286911
3133_0016_A_152	0.07213538885116577,0.06119123473763466,0.10863544791936874,0.10426000505685806,0.08275147527456284,0.18602244555950165
3133_0016_A_153	0.07212498784065247,0.06150269880890846,0.10857535153627396,0.10425900667905807,0.08260882645845413,0.18614724278450012
3133_0016_A_154	0.07236824929714203,0.07133087515830994,0.10961126536130905,0.09256137162446976,0.08419016748666763,0.19063125550746918
3133_0016_A_155	0.0722939521074295,0.07118353247642517,0.10944455116987228,0.09262675791978836,0.0842495933175087,0.19063246250152588
3133_0016_A_156	0.07229949533939362,0.07144314050674438,0.10948694497346878,0.09237141162157059,0.08424226194620132,0.19088807702064514
3133_0016_A_157	0.07390964031219482,0.07170659303665161,0.1127626821398735,0.10053586214780807,0.07619035989046097,0.18775516748428345
3133_0016_A_158	0.07430814206600189,0.05967334285378456,0.10046205669641495,0.09732397645711899,0.08252470940351486,0.1827738881111145
3133_0017_A_159	0.06751786172389984,0.07074660062789917,0.12340142577886581,0.09807582944631577,0.07427311688661575,0.19435369968414307
3133_0017_A_160	0.06766277551651001,0.0708792507648468,0.12312021106481552,0.09775560349225998,0.07449700683355331,0.19448038935661316
3133_0017_A_161	0.06881313025951385,0.07654860615730286,0.11908454447984695,0.09726519137620926,0.07181341201066971,0.19378480315208435
3133_0017_A_162	0.0733661949634552,0.06844604015350342,0.11556041985750198,0.1019156351685524,0.07378814369440079,0.19276069104671478
3133_0017_A_163	0.06638661026954651,0.0681719183921814,0.10695252567529678,0.0995137169957161,0.07802150398492813,0.18646042048931122
3133_0017_A_164	0.06584486365318298,0.06299081444740295,0.11017528921365738,0.10070095211267471,0.08120404928922653,0.18561667203903198
3133_0017_A_165	0.062436070293188095,0.07206481695175171,0.11980215460062027,0.10528352111577988,0.06777309626340866,0.19016066193580627
3133_0017_A_166	0.07507821917533875,0.06820783019065857,0.11690763384103775,0.09543395787477493,0.07637036591768265,0.1866607964038849
3133_0018_A_167	0.06441530585289001,0.06638264656066895,0.11257409304380417,0.09476243704557419,0.08538202196359634,0.19770951569080353
3133_0018_A_168	0.06913071870803833,0.0658496618270874,0.11290305107831955,0.10198261588811874,0.07903344184160233,0.1918787956237793
3133_0018_A_169	0.06736588478088379,0.06555619835853577,0.10897590965032578,0.10073120146989822,0.08141536265611649,0.18699906766414642
3133_0018_A_170	0.06736588478088379,0.06555619835853577,0.10897590965032578,0.10073120146989822,0.08141536265611649,0.18699906766414642
3133_0018_A_171	0.06731061637401581,0.07327201962471008,0.11417397111654282,0.10326439887285233,0.07542193681001663,0.1986333131790161
3133_0018_A_172	0.0741904079914093,0.07394790649414062,0.11108975857496262,0.10214940458536148,0.07945016771554947,0.19032831490039825
3133_0018_A_173	0.07419030368328094,0.07394775748252869,0.11108975857496262,0.10214940458536148,0.0794501081109047,0.19032834470272064
3133_0018_A_174	0.06591138243675232,0.06558147072792053,0.11627351492643356,0.09642138332128525,0.08071302622556686,0.19100207090377808
3133_0018_A_175	0.06591138243675232,0.06558147072792053,0.11627351492643356,0.09642138332128525,0.08071302622556686,0.19100207090377808
3133_0018_A_176	0.06473121047019958,0.07342040538787842,0.12320321053266525,0.09914412349462509,0.07097474485635757,0.18977096676826477
3133_0018_A_177	0.06473135948181152,0.07342040538787842,0.12320325523614883,0.09914407879114151,0.07097474485635757,0.18977099657058716
3133_0018_A_178	0.06458583474159241,0.07195016741752625,0.12355192750692368,0.09364915639162064,0.0744408443570137,0.1942831575870514
3133_0018_A_179	0.06563188135623932,0.06317123770713806,0.10739319771528244,0.09075785428285599,0.08545569330453873,0.1911160945892334
3133_0018_A_180	0.06563188135623932,0.06317123770713806,0.10739319771528244,0.09075785428285599,0.08545569330453873,0.1911160945892334
3133_0019_A_181	0.06752313673496246,0.06301948428153992,0.11245272308588028,0.10397576540708542,0.08091247826814651,0.1846935749053955
3133_0019_A_182	0.06781421601772308,0.06338807940483093,0.11261432617902756,0.10349547117948532,0.08097220212221146,0.1846192330121994
3133_0019_A_183	0.07390832901000977,0.0665397047996521,0.10924001783132553,0.10315189510583878,0.07731220871210098,0.18878412246704102
3133_0019_A_184	0.07376627624034882,0.0666077733039856,0.10894503444433212,0.10316377133131027,0.07736761122941971,0.1887134313583374
3133_0019_A_185	0.07033464312553406,0.06454154849052429,0.10950423032045364,0.10419272631406784,0.08035611361265182,0.18746677041053772
3133_0019_A_186	0.07178567349910736,0.06241634860634804,0.10726895183324814,0.10588886588811874,0.08777236193418503,0.18569163978099823
3133_0019_A_187	0.06430242955684662,0.06389543414115906,0.11007161438465118,0.1021210178732872,0.08068860322237015,0.18579219281673431
3133_0019_A_188	0.0672600120306015,0.0713244080543518,0.11873545497655869,0.10330415517091751,0.07167104631662369,0.19125083088874817
3133_0019_A_189	0.06744557619094849,0.06766220927238464,0.11149316281080246,0.09706788510084152,0.07466308027505875,0.19421197474002838
3133_0019_A_190	0.07287591695785522,0.07359790802001953,0.11188036948442459,0.09962118417024612,0.0743822231888771,0.1955641210079193
3133_0019_A_191	0.06968462467193604,0.06965893507003784,0.1167602613568306,0.101485975086689,0.06918235868215561,0.18952956795692444
3133_0019_A_192	0.06803151965141296,0.0719941258430481,0.11807145923376083,0.10504689067602158,0.06841305643320084,0.19260892271995544
3133_0019_A_193	0.0718383640050888,0.06358695030212402,0.11457940191030502,0.10368239134550095,0.08087290078401566,0.17929545044898987
3133_0019_A_194	0.07208186388015747,0.06667333841323853,0.1140018180012703,0.10462231189012527,0.07440165430307388,0.18782460689544678
3133_0019_A_195	0.07589422166347504,0.057968053966760635,0.11025447398424149,0.10708228498697281,0.07913342863321304,0.1846553087234497
3133_0019_A_196	0.06185361370444298,0.0681399405002594,0.12030021101236343,0.10160688310861588,0.07089055329561234,0.1905035823583603
3133_0019_A_198	0.07717493176460266,0.06462603807449341,0.11586282402276993,0.10401471704244614,0.06504832953214645,0.18935807049274445
3133_0019_A_199	0.06854897737503052,0.06469535827636719,0.11660062521696091,0.10529603809118271,0.07951077073812485,0.18730857968330383
3133_0019_A_197	0.061727236956357956,0.06810179352760315,0.12036063522100449,0.10165112465620041,0.07086164504289627,0.19047939777374268
3133_0019_A_200	0.07363437116146088,0.06668707728385925,0.11615512520074844,0.10544382780790329,0.06978047639131546,0.1820390224456787
3133_0019_A_201	0.07004790008068085,0.06063142791390419,0.10947074741125107,0.1008375808596611,0.08048940449953079,0.18220257759094238
3133_0019_A_202	0.07183626294136047,0.06295648217201233,0.11267095059156418,0.1055402085185051,0.07427600771188736,0.18317502737045288
3133_0019_A_203	0.06717246770858765,0.0615469254553318,0.10992217808961868,0.10102049261331558,0.07791657000780106,0.18437963724136353
3133_0019_A_204	0.0742938220500946,0.07645067572593689,0.11188551038503647,0.10453648120164871,0.07153300195932388,0.18702061474323273
3133_0019_A_205	0.07207608222961426,0.06323197484016418,0.10385359078645706,0.10243458300828934,0.08000267297029495,0.18964143097400665
3133_0019_A_206	0.07032600045204163,0.06576207280158997,0.10535178333520889,0.10187491029500961,0.07677950710058212,0.18817603588104248
3133_0019_A_207	0.07050375640392303,0.06530702114105225,0.1052912250161171,0.1018100455403328,0.07705565541982651,0.18809998035430908
3133_0019_A_208	0.06912101805210114,0.06421133875846863,0.11012611538171768,0.09435565024614334,0.08403138071298599,0.18576785922050476
3133_0019_A_209	0.06912101805210114,0.06421133875846863,0.11012611538171768,0.09435565024614334,0.08403138071298599,0.18576785922050476
3133_0019_A_210	0.07382972538471222,0.06770431995391846,0.10530858486890793,0.10229819267988205,0.07516060024499893,0.192947119474411
3133_0019_A_211	0.065195232629776,0.07538574934005737,0.11604779213666916,0.10531046241521835,0.07895388454198837,0.19068986177444458
3133_0019_A_212	0.06526337563991547,0.07529959082603455,0.115840844810009,0.10530861467123032,0.07921657711267471,0.1906760185956955
3133_0019_A_213	0.06537649035453796,0.07530069351196289,0.11605348438024521,0.10517660528421402,0.07930541783571243,0.19056788086891174
3133_0019_A_214	0.07700881361961365,0.06271243095397949,0.10598195344209671,0.1000695452094078,0.07925284653902054,0.18089288473129272
3133_0019_A_215	0.07501842081546783,0.06504669785499573,0.11521267145872116,0.09593085199594498,0.07735186070203781,0.18365442752838135
3133_0019_A_216	0.07501842081546783,0.06504669785499573,0.11521267145872116,0.09593085199594498,0.07735186070203781,0.18365442752838135
3133_0019_A_217	0.07682311534881592,0.06518691778182983,0.10708258301019669,0.10313909500837326,0.07368540018796921,0.1852293312549591
3133_0019_A_218	0.07164160907268524,0.07165142893791199,0.11584300547838211,0.10373007506132126,0.0708729699254036,0.1942865252494812
3133_0019_A_219	0.07164160907268524,0.07165142893791199,0.11584300547838211,0.10373007506132126,0.0708729699254036,0.1942865252494812
3133_0019_A_220	0.0731017142534256,0.07257604598999023,0.11049162596464157,0.09895091503858566,0.07737881690263748,0.1883561611175537
3133_0020_A_222	0.06725861132144928,0.060479018837213516,0.11219897121191025,0.1010589674115181,0.07981831580400467,0.18497958779335022
3133_0020_A_223	0.06750741600990295,0.06082320585846901,0.11197050660848618,0.10088714212179184,0.07990486174821854,0.18521183729171753
3133_0020_A_224	0.06762263178825378,0.06105339899659157,0.11220618337392807,0.10077031701803207,0.07985381036996841,0.18491578102111816
3133_0022_A_238	0.07844915986061096,0.06274139881134033,0.11518710106611252,0.10757232457399368,0.07919564098119736,0.17625141143798828
3133_0022_A_239	0.07288335263729095,0.06509745121002197,0.1187395229935646,0.09529634565114975,0.06972865015268326,0.18825341761112213
3133_0022_A_240	0.07468540966510773,0.06029406562447548,0.10511446744203568,0.09834342449903488,0.08523953706026077,0.18590162694454193
3133_0022_A_241	0.07469066977500916,0.06038651242852211,0.1050020232796669,0.09843238443136215,0.08505367487668991,0.18599233031272888
3133_0022_A_243	0.07371051609516144,0.06100395694375038,0.10644444078207016,0.10150326043367386,0.07920678704977036,0.18357309699058533
3133_0022_A_244	0.07391431927680969,0.06120863929390907,0.10676052421331406,0.10078705102205276,0.0796612873673439,0.18346582353115082
3133_0022_A_245	0.07372814416885376,0.06942594051361084,0.11232372373342514,0.11168686300516129,0.06732086092233658,0.18240386247634888
3133_0022_A_246	0.07098464667797089,0.06664878129959106,0.10905451327562332,0.09495721012353897,0.08740801364183426,0.1898050308227539
3133_0022_A_247	0.07656271755695343,0.07029756903648376,0.11533951014280319,0.09934381395578384,0.07290280610322952,0.18641769886016846
3133_0022_A_248	0.0702178031206131,0.06542262434959412,0.10831747204065323,0.10676851123571396,0.07654488831758499,0.18577229976654053
3133_0022_A_249	0.06884805858135223,0.067665696144104,0.11505686491727829,0.10280085355043411,0.0692770704627037,0.1939360797405243
3133_0022_A_250	0.06868179142475128,0.07171249389648438,0.11707112938165665,0.11175418645143509,0.0669916495680809,0.18582892417907715
3133_0024_A_252	0.07421563565731049,0.0623435415327549,0.1073140874505043,0.10145392268896103,0.08161377161741257,0.1902805119752884
3133_0024_A_253	0.07439914345741272,0.06231806054711342,0.1072184219956398,0.10167904943227768,0.08132744580507278,0.19033576548099518
3133_0024_A_254	0.07523806393146515,0.0629434585571289,0.10636880248785019,0.10079609602689743,0.08202073723077774,0.19042709469795227
3133_0024_A_255	0.07137942314147949,0.06968840956687927,0.10899802297353745,0.10300726443529129,0.08597291260957718,0.18747693300247192
3133_0024_A_256	0.07151424884796143,0.06959080696105957,0.10907741636037827,0.10295657068490982,0.08587608486413956,0.18740250170230865
3133_0024_A_257	0.06628206372261047,0.06344693899154663,0.10689730197191238,0.102114237844944,0.07592763751745224,0.18347421288490295
3133_0024_A_258	0.06852850317955017,0.06691861152648926,0.11298312991857529,0.10822149366140366,0.07556567341089249,0.1802707314491272
3133_0024_A_259	0.0735742449760437,0.0634506344795227,0.11235781759023666,0.09851274639368057,0.08239387720823288,0.18643981218338013
3133_0024_A_260	0.07795052230358124,0.06846567988395691,0.11458364874124527,0.09368004649877548,0.07606286555528641,0.1933637410402298
3133_0024_A_263	0.06944121420383453,0.07108157873153687,0.115538589656353,0.09959632903337479,0.07328204065561295,0.1916995346546173
3133_0024_A_264	0.06922909617424011,0.07170218229293823,0.11625168472528458,0.09974292665719986,0.07265716046094894,0.19277828931808472
3133_0024_A_265	0.06934595108032227,0.07122018933296204,0.11572571843862534,0.09987718611955643,0.07299739867448807,0.19185955822467804
3133_0024_A_266	0.07395604252815247,0.06270280480384827,0.11051515489816666,0.0975571945309639,0.07291299849748611,0.1846540868282318
3133_0025_A_268	0.0677424967288971,0.07040300965309143,0.11072976142168045,0.09838791936635971,0.07372076064348221,0.19205284118652344
3133_0025_A_269	0.07296004891395569,0.06297394633293152,0.10518454760313034,0.11154644936323166,0.07884299010038376,0.18608295917510986
3133_0025_A_270	0.06783448159694672,0.06165194883942604,0.11316020041704178,0.09746307879686356,0.07542765885591507,0.18501625955104828
3133_0021_A_228	0.06732723116874695,0.0629453957080841,0.11489538103342056,0.10045363754034042,0.08078864961862564,0.18441003561019897
3133_0021_A_230	0.06730368733406067,0.06256887316703796,0.11526162177324295,0.09687084704637527,0.07795809954404831,0.18743205070495605
3133_0021_A_231	0.06767487525939941,0.0624065138399601,0.11518334597349167,0.09646786004304886,0.07865593582391739,0.18714198470115662
3133_0021_A_232	0.06507439911365509,0.07905760407447815,0.12569239735603333,0.10284296423196793,0.07409078627824783,0.18293410539627075
3133_0021_A_233	0.07412062585353851,0.0669834315776825,0.11469455808401108,0.10561617463827133,0.0778980627655983,0.18395186960697174
3133_0021_A_234	0.07435302436351776,0.059781018644571304,0.11280108243227005,0.09871586412191391,0.07820058614015579,0.18145236372947693
3133_0022_A_235	0.07861928641796112,0.06262123584747314,0.11515939980745316,0.10719814151525497,0.07924359291791916,0.17613354325294495
3133_0022_A_236	0.07902467250823975,0.06273528933525085,0.11505431681871414,0.10740558058023453,0.07952068001031876,0.1759037971496582
3133_0022_A_237	0.07817991077899933,0.06427940726280212,0.11538151651620865,0.10691722482442856,0.07912643998861313,0.17767883837223053
3133_0024_A_261	0.0714779794216156,0.06554299592971802,0.11012142151594162,0.10031967610120773,0.07598558813333511,0.18699000775814056
3133_0024_A_262	0.06938600540161133,0.07113417983055115,0.11576200276613235,0.09992822259664536,0.07299000769853592,0.19178587198257446
3133_0025_A_271	0.07212994992733002,0.07112500071525574,0.11508221179246902,0.10117780417203903,0.07218409329652786,0.18830689787864685
3133_0025_A_272	0.07199393212795258,0.07071715593338013,0.11492636054754257,0.10120212286710739,0.0724538043141365,0.18818657100200653
3133_0026_A_273	0.07570631802082062,0.05747372284531593,0.11076030880212784,0.09907228499650955,0.07745631784200668,0.18144604563713074
3133_0026_A_274	0.07539734244346619,0.07055270671844482,0.11960200220346451,0.10072780400514603,0.07701990753412247,0.19005431234836578
3133_0026_A_275	0.06396499276161194,0.0687175989151001,0.1150619313120842,0.10393059998750687,0.07898113876581192,0.19367864727973938
3133_0027_A_276	0.06731924414634705,0.06332099437713623,0.10833662003278732,0.09952972084283829,0.08137600868940353,0.1878148317337036
3133_0027_A_277	0.06735412776470184,0.06357058882713318,0.10824335366487503,0.09946424514055252,0.08179491013288498,0.1877921223640442
3133_0027_A_278	0.06725375354290009,0.06567844748497009,0.10974391549825668,0.09895924478769302,0.08003588765859604,0.18919150531291962
3133_0027_A_279	0.06738466024398804,0.06368455290794373,0.10854653269052505,0.09955117851495743,0.08089069277048111,0.188011035323143
3133_0027_A_280	0.0764649361371994,0.060887131839990616,0.10965550690889359,0.10354588180780411,0.07530403882265091,0.18179208040237427
3133_0027_A_281	0.07679659128189087,0.06053173914551735,0.10995446890592575,0.10387801378965378,0.07500708848237991,0.18151846528053284
3133_0029_A_284	0.07018439471721649,0.06782132387161255,0.10308767110109329,0.0996767207980156,0.07780101150274277,0.18928295373916626
3133_0029_A_285	0.07106679677963257,0.06810590624809265,0.10618496686220169,0.09819168597459793,0.07967747002840042,0.191986083984375
3133_0029_A_286	0.06810405850410461,0.06671330332756042,0.11594545096158981,0.10472492128610611,0.07046518474817276,0.19307349622249603
3133_0029_A_287	0.07195557653903961,0.06274962425231934,0.11120348423719406,0.10620903223752975,0.07877568155527115,0.18478208780288696
3133_0029_A_288	0.07237087190151215,0.07170432806015015,0.11236947029829025,0.09749729186296463,0.07498522847890854,0.19398251175880432
3133_0029_A_289	0.07095462083816528,0.07735532522201538,0.1210782453417778,0.09141991287469864,0.07857335358858109,0.1899581253528595
3133_0029_A_290	0.07611191272735596,0.06851968169212341,0.114926278591156,0.10251794010400772,0.07547669857740402,0.18452894687652588
3133_0029_A_291	0.07197137176990509,0.06874379515647888,0.11524810642004013,0.1022658571600914,0.07647255808115005,0.18622729182243347
3133_0029_A_292	0.07425293326377869,0.06173417344689369,0.10467617958784103,0.10218574851751328,0.0794733390212059,0.18752263486385345
3133_0029_A_293	0.07116162776947021,0.06232408061623573,0.11037739366292953,0.10821779817342758,0.08083675056695938,0.18714338541030884
3133_0029_A_294	0.07143384218215942,0.06049967184662819,0.11328928917646408,0.0987776443362236,0.08288232237100601,0.1859881430864334
3133_0029_A_295	0.07006670534610748,0.0732443630695343,0.11254120618104935,0.09269576519727707,0.08603178709745407,0.19233104586601257
3133_0030_A_296	0.07544288039207458,0.0637456476688385,0.12002875655889511,0.10187462717294693,0.07728870958089828,0.1858275830745697
3133_0030_A_297	0.0753239095211029,0.0651494562625885,0.12005329877138138,0.10131726413965225,0.07735354453325272,0.18652449548244476
3133_0030_A_298	0.06998485326766968,0.06550541520118713,0.10852954536676407,0.09670104831457138,0.07310954481363297,0.19269970059394836
3133_0030_A_299	0.07025623321533203,0.06551748514175415,0.10879086703062057,0.09752746671438217,0.07280350476503372,0.19210615754127502
3133_0030_A_300	0.07905244827270508,0.0698094367980957,0.11000349372625351,0.09858670085668564,0.08258841186761856,0.1911565661430359
3133_0030_A_301	0.0791110098361969,0.06956571340560913,0.10977817326784134,0.09871628135442734,0.08263064175844193,0.19113057851791382
3133_0030_A_303	0.06978066265583038,0.07215318083763123,0.11602327972650528,0.09554333239793777,0.0813986137509346,0.18680381774902344
3133_0030_A_304	0.07390356063842773,0.06728610396385193,0.11272036284208298,0.09827076643705368,0.08148667961359024,0.183188334107399
3133_0030_A_305	0.06876260042190552,0.06788399815559387,0.10720989853143692,0.10071881860494614,0.08205819875001907,0.18776673078536987
3133_0030_A_306	0.06891496479511261,0.06825923919677734,0.10833198577165604,0.10053662210702896,0.08179978281259537,0.18811923265457153
3133_0030_A_307	0.07052256166934967,0.0645361840724945,0.10974567383527756,0.10923667997121811,0.0785733088850975,0.18460527062416077
3133_0030_A_308	0.07119238376617432,0.06507447361946106,0.10927683860063553,0.10883825272321701,0.07847560197114944,0.18449313938617706
3133_0030_A_309	0.07004611194133759,0.06836611032485962,0.10619794577360153,0.10205801576375961,0.081656314432621,0.1880445033311844
3133_0030_A_310	0.07246370613574982,0.06646221876144409,0.10848361998796463,0.09727635234594345,0.07439712435007095,0.19168032705783844
3133_0030_A_311	0.07217547297477722,0.0614435113966465,0.11102720350027084,0.10184069722890854,0.07904762774705887,0.1855742186307907
3133_0031_A_312	0.07679672539234161,0.06074551120400429,0.11528018862009048,0.10407701879739761,0.08063162118196487,0.18010424077510834
3133_0031_A_313	0.07668980956077576,0.05955642834305763,0.11459384113550186,0.10379166156053543,0.08145786076784134,0.17997726798057556
3133_0032_A_314	0.0725589394569397,0.06296685338020325,0.11448638886213303,0.10143832117319107,0.07631442695856094,0.1847141981124878
3133_0032_A_315	0.07589489221572876,0.07535576820373535,0.11433973163366318,0.0978059396147728,0.06758255511522293,0.19309480488300323
3133_0032_A_316	0.0760238915681839,0.07353642582893372,0.11310207098722458,0.09904062002897263,0.06792622059583664,0.19151267409324646
3133_0032_A_317	0.07289847731590271,0.06594356894493103,0.10805345326662064,0.1016252264380455,0.08047384768724442,0.18918997049331665
3133_0028_A_282	0.0727701187133789,0.06038108840584755,0.10908619314432144,0.10088688880205154,0.0793159231543541,0.1849060207605362
3133_0032_A_318	0.07224872708320618,0.06115088239312172,0.10660742968320847,0.10039069503545761,0.07867784053087234,0.18800556659698486
3133_0032_A_319	0.0745636373758316,0.06022206321358681,0.10645320266485214,0.10103524476289749,0.08316654711961746,0.18597888946533203
3133_0032_A_320	0.07455337047576904,0.06282135844230652,0.10785970836877823,0.09986107796430588,0.08191701024770737,0.1873570680618286
3133_0032_A_321	0.07357214391231537,0.06815335154533386,0.11761606484651566,0.0968557819724083,0.07697317749261856,0.18697722256183624
3133_0032_A_323	0.0694325715303421,0.07169714570045471,0.10661938041448593,0.1035313531756401,0.07387826591730118,0.1930501013994217
3133_0032_A_325	0.07571977376937866,0.06803563237190247,0.1106439009308815,0.10168441385030746,0.07438648492097855,0.18854522705078125
